file,marker_type,line,matched_text,context_snippet,finalization_rule
reports/companion_artifacts_skeleton_20260810/code_availability_skeleton.md,repository_placeholder_marker,3,Public repository URL,"Public repository URL, release tag, archive DOI and licence are missing. ## Draft Statement The ana",Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/companion_artifacts_skeleton_20260810/code_availability_skeleton.md,repository_placeholder_marker,3,release tag,"release tag, archive DOI and licence are missing. ## Draft Statement The analysis code an",Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/companion_artifacts_skeleton_20260810/code_availability_skeleton.md,repository_placeholder_marker,3,DOI,DOI and licence are missing. ## Draft Statement The analysis code and reproducibi,Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/companion_artifacts_skeleton_20260810/code_availability_skeleton.md,repository_placeholder_marker,14,DOI,DOI. 5. Remove or parameterize local absolute paths before public release. 6. Add c,Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/companion_artifacts_skeleton_20260810/reporting_summary_checklist.md,skeleton_or_draft_marker,1,Skeleton,Skeleton 2026-08-10 Purpose: identify Nature-style reporting fields that must be resolv,Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/companion_artifacts_skeleton_20260810/reporting_summary_checklist.md,skeleton_or_draft_marker,9,skeleton,"skeleton distinguishes random, grouped and environment-transfer contrasts. | Frozen spli",Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/companion_artifacts_skeleton_20260810/reporting_summary_checklist.md,skeleton_or_draft_marker,18,not submission-ready,not submission-ready because no persistent repository identifier exists. 2. Code Availability is not,Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/companion_artifacts_skeleton_20260810/reporting_summary_checklist.md,skeleton_or_draft_marker,19,not submission-ready,not submission-ready because no public release DOI exists. 3. Blinding is protocol-ready only; no re,Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/companion_artifacts_skeleton_20260810/reporting_summary_checklist.md,open_gate_marker,5,missing,missing before submission | risk | | --- | --- | --- | --- | --- | | Study design | par,Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/companion_artifacts_skeleton_20260810/reporting_summary_checklist.md,open_gate_marker,14,not_ready,not_ready | External validation readiness gate is NO-GO. | Acquire or restore external as,Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/companion_artifacts_skeleton_20260810/reporting_summary_checklist.md,open_gate_marker,14,NO-GO,NO-GO. | Acquire or restore external asset and run the locked evaluation after label,Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/companion_artifacts_skeleton_20260810/reporting_summary_checklist.md,repository_placeholder_marker,12,Public repository URL,"Public repository URL, release tag, archive DOI, licence and README. | high | | Data availability | l",Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/companion_artifacts_skeleton_20260810/reporting_summary_checklist.md,repository_placeholder_marker,12,release tag,"release tag, archive DOI, licence and README. | high | | Data availability | local_only | D",Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/companion_artifacts_skeleton_20260810/reporting_summary_checklist.md,repository_placeholder_marker,12,DOI,"DOI, licence and README. | high | | Data availability | local_only | Derived manife",Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/companion_artifacts_skeleton_20260810/reporting_summary_checklist.md,repository_placeholder_marker,13,DOI,"DOI/accession, dataset README, licence, source-data mapping and third-party data so",Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/companion_artifacts_skeleton_20260810/reporting_summary_checklist.md,repository_placeholder_marker,13,accession,"accession, dataset README, licence, source-data mapping and third-party data source citat",Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/companion_artifacts_skeleton_20260810/reporting_summary_checklist.md,repository_placeholder_marker,18,repository identifier,repository identifier exists. 2. Code Availability is not submission-ready because no public release,Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/companion_artifacts_skeleton_20260810/reporting_summary_checklist.md,repository_placeholder_marker,19,DOI,DOI exists. 3. Blinding is protocol-ready only; no real blind external validation a,Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/manuscript_table_drafts_20260810/manuscript_table_drafts.md,planned_or_pending_figure_marker,41,Not rendered,Not rendered | Fig. 1-Fig. 6; Table 1-Table 3 | Figures are not rendered and panel-level Sou,Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/manuscript_table_drafts_20260810/manuscript_table_drafts.md,planned_or_pending_figure_marker,41,not rendered,not rendered and panel-level Source Data mapping is not final. | Use planned anchors only un,Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/manuscript_table_drafts_20260810/manuscript_table_drafts.md,planned_or_pending_figure_marker,41,planned,planned anchors only until figure rendering and visual QA are complete. | Caption: Tab,Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/manuscript_table_drafts_20260810/manuscript_table_drafts.md,skeleton_or_draft_marker,3,Draft,Draft boundary: these are manuscript table drafts from locked source data. They are n,Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/manuscript_table_drafts_20260810/manuscript_table_drafts.md,skeleton_or_draft_marker,41,not final,not final. | Use planned anchors only until figure rendering and visual QA are complete.,Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/manuscript_table_drafts_20260810/manuscript_table_drafts.md,open_gate_marker,36,NO-GO,NO-GO | Fig. 6; Table 3 | No real advisor-held or third-party-held blind external ass,Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/manuscript_table_drafts_20260810/manuscript_table_drafts.md,open_gate_marker,37,NO-GO,NO-GO for core executable asset | Table 1 | Current local TIGPR unified manifest has,Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/manuscript_table_drafts_20260810/manuscript_table_drafts.md,repository_placeholder_marker,40,DOI,"DOI, code DOI, licence selection and third-party redistribution rights are unresolv",Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
reports/manuscript_table_drafts_20260810/manuscript_table_drafts.md,repository_placeholder_marker,40,DOI,"DOI, licence selection and third-party redistribution rights are unresolved. | Do n",Allowed in draft; must be resolved or explicitly bounded before final/uploadable status.
